m;Hour;Cloud amount (1/8);Pressure (msl) (hPa);Precipitation amount (mm);Relative humidity (%);Precipitation intensity (mm/h);Snow depth (cm);Air temperature (degC);Dew-point temperature (degC);Horizontal visibility (m);Wind direction (deg);Gust speed (m/s);Wind speed (m/s);Solar plant (kWh);dh_MWh
1;0;7;1002.4;0;90;0;0;2.3;0.9;50000;235;8.5;5.2;0;1016,71326
1;1;7;1002.8;0;91;0;0;1.7;0.3;50000;246;6.5;3.9;0;1021,065202
1;2;1;1003.1;0;95;0;0;0.7;0;50000;247;4.2;2.5;0;1063,441647
1;3;0;1003.3;0;97;0;0;0.2;-0.2;50000;197;5.6;4.1;0;1100,178036
1;4;0;1003.6;0;98;0;0;0.6;0.3;49660;200;7.6;5.4;0;1181,975016
1;5;0;1003.6;0;94;0;0;1;0.2;50000;201;8.5;5.7;0;1241,8866
1;6;0;1003.6;0;93;0;0;1.3;0.2;50000;204;7.9;5.5;0;1263,325888
1;7;0;1004;0;93;0;0;1.6;0.6;39500;211;8.1;5.8;0;1246,091403
1;8;3;1004.5;0;93;0;0;2.1;1;31080;217;8.8;5.2;10;1198,997909
1;9;7;1005.2;0.1;90;0;0;1.8;0.4;34430;230;10;6.4;0;1206,352546
1;10;7;1005.5;0;89;0;0;1.9;0.2;39590;226;8.5;5.6;0;1195,463384
1;11;7;1005.9;0;87;0;0;2;-0.1;36710;231;8.6;6.2;20;1204,51618
1;12;3;1006;0;86;0;0;1.7;-0.4;31470;224;9.4;6;20;1206,985132
1;13;5;1006.5;0;87;0;0;1.4;-0.5;35530;224;8.3;5.7;31;1227,676419
1;14;7;1006.6;0;88;0;0;1.2;-0.5;31330;218;5.7;3.5;0;1223,440032
1;15;7;1006.5;0;89;0;0;1.6;0;25270;220;6.9;4.3;0;1201,209347
1;16;7;1006.8;0;87;0;0;1.6;-0.3;27480;216;8.4;5.5;0;1189,620233
1;17;7;1007;0;86;0;0;1.9;-0.3;30210;223;10.6;6.6;0;1172,640812
1;18;7;1007.2;0;87;0;0;1.7;-0.2;30990;221;8.8;5.4;0;1173,644614
1;19;7;1007.3;0;86;0;0;2;0;37200;212;9.4;5.6;0;1156,00669
1;20;1;1007.3;0;89;0;0;1.7;0;37130;207;7.9;5.1;0;1119,639832
1;21;7;1007.5;0;88;0;0;2.1;0.4;40450;204;9.9;5.8;0;1068,167439
1;22;5;1007.5;0;88;0;0;2.3;0.5;45260;202;10.9;7.4;0;1031,661514
1;23;7;1007.9;0;87;0;0;2.1;0.2;38450;212;10.1;6.3;0;1012,869714
1;0;5;1008;0;88;0;0;1.9;0.2;41090;210;9.4;5.5;0;1004,918355
1;1;8;1008.6;0;85;0;0;2.6;0.3;38270;221;8.2;5.6;0;970,5163078
1;2;8;1008.6;0;80;0;0;3.2;0.1;42390;221;10.5;6.6;0;959,7980131
1;3;7;1008.9;0;81;0;0;3;0;41110;215;9.6;6;0;991,9016941
1;4;5;1009.1;0;82;0;0;2.8;-0.1;46050;211;9.3;5.3;0;1101,264816
1;5;0;1009.3;0;87;0;0;1.8;-0.2;37390;202;6.6;4.8;0;1161,117244
1;6;7;1009.2;0;84;0;0;3.2;0.8;33390;204;10.3;5.9;0;1146,666569
1;7;7;1009.6;0;80;0;0;3.6;0.6;40230;211;9.7;5.3;0;1136,881836
1;8;7;1009.5;0;82;0;0;3.8;1;29570;199;7.4;5;0;1111,403088
1;9;7;1009.6;0;89;0;0;3.9;2.3;25260;186;11.4;7.3;0;1120,176694
1;10;8;1009.5;0;88;0;0;3.9;2;30240;177;13.4;7.9;40;1125,126887
1;11;8;1009.3;0;88;0;0;3.7;1.9;27330;178;12.9;8.9;20;1124,622692
1;12;8;1008.6;0;88;0;0;3.8;2;28190;176;14.8;7.3;0;1109,344832
1;13;8;1007.7;0;84;0;0;4;1.6;34500;158;11.7;7.2;10;1065,97785
1;14;8;1006.8;0;86;0;0;4;1.8;37510;156;13.8;7.2;0;1108,809616
1;15;8;1005.9;0;82;0;0;3.9;1.1;49140;154;13.5;8.1;0;1105,598861
1;16;8;1005;0;84;0;0;3.4;0.9;44380;155;16.9;9.4;0;1117,741895
1;17;8;1003.8;0;85;0;0;3.4;1.2;30530;150;18.1;11.9;0;1117,15968
1;18;8;1002.7;1.3;93;1.4;0;3.2;2.1;7520;153;14.7;8.7;0;1137,334529
1;19;8;1001.6;2.1;93;2;0;3.2;2.1;7790;161;19.9;9.9;0;1108,69183
1;20;8;1000.8;0.9;94;0.7;0;2.9;2;8370;165;15.9;9.9;0;1056,346107
1;21;8;1000.4;0.2;94;0.4;0;3.4;2.6;5350;178;17.4;10.2;0;1006,226518
1;22;8;999.9;0.2;96;0;0;4.2;3.7;8040;180;15;9.4;0;961,7465008
1;23;7;1000.2;0.1;96;0;0;4.6;4.1;15730;191;12.2;7.9;0;927,6340322
1;0;8;1000.7;0;92;0;0;5.2;4.1;23760;197;10.6;7.1;0;909,7378864
1;1;7;1000.7;0;91;0;0;5.3;4;22850;196;11;7.7;0;891,1640038
1;2;7;1000.1;0;92;0;0;5.3;4;21300;189;11.2;6.9;0;881,6175705
1;3;8;1000.3;0;94;0;0;5.1;4.2;18150;188;14.1;8.8;0;888,0309792
1;4;7;1000.2;0;93;0;0;5.1;4;18090;188;14.2;8.6;0;931,9217521
1;5;8;998.9;0.2;95;0.4;0;4.8;4.1;13960;175;10.8;7;0;978,4309784
1;6;8;997;0.7;96;2;0;5;4.5;6720;156;12.3;7.8;0;1021,022591
1;7;8;996.2;2.2;97;3.1;0;5.1;4.8;4250;152;13.5;8.2;0;1060,33154
1;8;8;995.3;2.2;97;2.3;0;5.3;4.8;3230;178;16;10.3;0;1067,121028
1;9;8;994.8;1.6;97;1.4;0;5.4;5.1;3960;188;18.4;10.7;0;1026,080577
1;10;8;994.7;1.1;96;0.3;0;6.1;5.6;11590;189;18.7;12.5;0;993,4666458
1;11;8;995.1;0;94;0;0;6.7;5.8;16060;192;14.1;9.4;10;959,266095
1;12;8;995.5;0;92;0;0;7.2;6;18990;200;16.2;9.6;0;943,8910637
1;13;8;995.8;0.4;94;1.3;0;7;6.2;7720;198;17.3;10.9;0;948,8445913
1;14;8;996;0.7;96;2.3;0;7;6.4;5910;197;13.2;8.2;0;963,2482327
1;15;8;996.6;1;96;0.5;0;6.9;6.4;3610;200;16.1;9.9;0;945,1443024
1;16;8;997.2;0.1;96;0;0;6.8;6.3;17380;198;15.1;9;0;948,3896751
1;17;7;997.9;0;95;0;0;6.7;6;20210;203;11.7;6.5;0;951,1166409
1;18;7;998.2;0;94;0;0;6.3;5.4;22520;198;12.9;8.4;0;960,9036524
1;19;7;999.1;0;93;0;0;6;4.9;30450;200;9.1;6;0;962,008374
1;20;7;1000;0;87;0;0;6;4.1;36990;219;9.3;5.2;0;929,9622189
1;21;5;1000.7;0;93;0;0;5.4;4.4;29230;196;6.5;4.2;0;915,3125797
1;22;8;1001.2;0;94;0;0;5.4;4.4;31030;201;8.3;4.9;0;876,4086878
1;23;7;1001.6;0;93;0;0;5.6;4.6;30140;197;9.3;5.9;0;864,7269154
1;0;8;1001.9;0;91;0;0;5.7;4.4;31200;209;7.1;4.4;0;856,6864136
1;1;7;1001.4;0;83;0;0;5.6;2.9;50000;194;9;5.8;0;856,7339447
1;2;7;1001.3;0;81;0;0;5.3;2.3;50000;194;10.1;6.3;0;858,8716309
1;3;8;1002.1;0;83;0;0;4.8;2;50000;205;10.3;6.2;0;883,5286818
1;4;7;1002.7;0;86;0;0;4.4;2.3;50000;205;12.3;7.2;0;991,5898113
1;5;7;1003.3;0;89;0;0;4.1;2.4;50000;202;8.9;6.1;0;1061,472947
1;6;7;1003.8;0;89;0;0;4;2.3;50000;206;9.6;5.9;0;1093,067535
1;7;3;1004.5;0;88;0;0;4.4;2.6;50000;208;8.8;6.2;0;1074,486745
1;8;7;1005.5;0;83;0;0;5.2;2.6;43930;211;8.9;5.7;0;1017,756039
1;9;7;1006.5;0;83;0;0;5.4;2.8;42780;207;7.4;4.1;30;1007,821201
1;10;7;1006.8;0;84;0;0;5.6;3;19740;209;9.4;4.8;0;1011,825348
1;11;7;1007.3;0;85;0;0;5.7;3.4;21680;209;8.6;5;10;1000,832793
1;12;7;1007.9;0;81;0;0;6.2;3.2;21380;217;8.7;5.7;10;987,4131409
1;13;7;1008.8;0;82;0;0;6;3.2;18220;212;8.1;4.5;20;985,4634781
1;14;7;1009.6;0;83;0;0;5.7;3.1;17610;216;8.3;5.8;0;1004,920948
1;15;3;1010.4;0;86;0;0;5.3;3.1;17450;217;9.2;6;0;1022,103015
1;16;5;1011.1;0;90;0;0;5.2;3.6;15200;207;8.8;5.4;0;1022,240131
1;17;1;1011.6;0;89;0;0;4.9;3.2;14820;214;9.2;5.9;0;1028,523958
1;18;3;1012.1;0;90;0;0;4.8;3.2;15410;212;8.4;5.6;0;1029,781068
1;19;1;1012.9;0;87;0;0;4.9;3;16700;221;7.7;5.1;0;1033,294532
1;20;0;1013.4;0;89;0;0;4.5;2.8;16650;223;9.2;6.4;0;1006,734019
1;21;1;1014.6;0;90;0;0;4.1;2.6;15260;230;8.4;6.4;0;989,7282475
1;22;0;1014.9;0;92;0;0;3.6;2.5;14650;225;7.9;5.6;0;962,7278637
1;23;0;1015.7;0;94;0;0;3.1;2.2;12920;212;6.7;4.7;0;968,3730213
1;0;1;1016.2;0;95;0;0;3;2.4;11520;207;6.6;4.9;0;971,9864105
1;1;1;1017.1;0;95;0;0;2.9;2.2;10880;209;7.6;5.3;0;959,8642056
1;2;1;1017;0;95;0;0;3;2.4;11330;208;6.7;4.7;0;955,3364342
1;3;1;1017.2;0;96;0;0;3;2.4;10560;213;6.2;4.5;0;966,9824425
1;4;3;1017.7;0;96;0;0;2.7;2;10330;221;6.7;4.2;0;1064,973863
1;5;5;1018;0;96;0;0;2.3;1.8;10090;206;5.8;4.3;0;1118,561053
1;6;7;1018.2;0;93;0;0;3.1;2.1;12010;212;6.2;4.5;0;1119,020989
1;7;7;1018.4;0;92;0;0;3.5;2.3;12790;207;7.2;4.9;0;1131,738129
1;8;7;1018.9;0;92;0;0;3.8;2.6;12870;204;7.7;4.9;0;1088,876872
1;9;8;1019;0;90;0;0;4.3;2.9;14140;211;10.5;5.5;0;1064,09486
1;10;8;1019.1;0;88;0;0;4.8;3.1;14860;209;9.4;6.5;10;1059,180811
1;11;8;1018.9;0;88;0;0;5;3.1;16860;200;10.7;7.4;10;1037,693513
1;12;8;1019.2;0;88;0;0;5.1;3.4;18420;203;14.2;8.3;0;1041,462006
1;13;8;1019;0;87;0;0;4.8;2.8;23340;201;11.6;7.7;10;1048,210304
1;14;7;1018.8;0;89;0;0;4.6;2.9;18880;194;11;7.5;0;1044,721192
1;15;8;1018.3;0;92;0;0;4.7;3.5;15410;196;10;7;0;1047,993516
1;16;8;1018.2;0;90;0;0;4.7;3.2;19990;186;9.8;6.2;0;1041,322048
1;17;8;1017.8;0;92;0;0;4.5;3.3;17580;188;12;8.3;0;1038,232929
1;18;8;1017.4;0;92;0;0;4.4;3.2;18740;190;14.5;9;0;1023,180004
1;19;7;1016.9;0;92;0;0;4.6;3.3;18500;190;11.3;7.9;0;997,6482683
1;20;8;1016.7;0;91;0;0;4.8;3.5;15050;191;12.2;8.9;0;952,9673262
1;21;8;1016.6;0;92;0;0;4.7;3.5;7240;188;11.8;9;0;948,085284
1;22;8;1016.3;0;91;0;0;4.7;3.4;17090;189;10.1;6.6;0;905,3042522
1;23;8;1016.1;0;89;0;0;4.5;2.9;23960;189;11.3;7.9;0;909,9390015
1;0;8;1015.7;0;90;0;0;4.2;2.6;23100;191;8.9;6.1;0;911,6249317
1;1;0;1015.3;0;90;0;0;3.3;1.7;19850;190;7.4;5.2;0;918,3057055
1;2;0;1014.8;0;87;0;0;3.1;1.1;34230;175;7.7;5.3;0;944,302673
1;3;3;1013.6;0;83;0;0;2.9;0.3;39090;152;8.2;5.2;0;960,9506432
1;4;0;1012.5;0;86;0;0;2.2;0;37190;140;5.6;3.5;0;1013,065124
1;5;0;1012.1;0;88;0;0;2;0.2;31920;155;8.4;4.4;0;1055,451402
1;6;7;1011.5;0;85;0;0;2;-0.3;22700;175;11.1;7;0;1080,402722
1;7;8;1010.7;0;84;0;0;2.1;-0.3;22360;176;12.2;7.3;0;1109,494028
1;8;8;1010.2;0;88;0;0;2.3;0.6;14780;185;11.5;6.9;0;1119,057906
1;9;8;1010.1;0;95;0;0;2.2;1.4;4140;177;13;7.9;0;1137,571915
1;10;7;1009.6;0.1;93;0;0;2.7;1.7;6790;178;12.2;7.3;0;1142,694185
1;11;8;1009.4;0.2;98;0.8;0;2.8;2.5;1950;180;11.2;6.8;0;1135,768125
1;12;8;1009.2;0.5;98;0.3;0;3.3;3.1;2430;185;12.4;8.4;0;1121,202212
1;13;8;1009.2;0.1;98;0;0;3.6;3.3;2670;180;12;8.2;0;1093,222396
1;14;8;1009.1;0.2;98;0.3;0;3.7;3.4;;178;13.4;8;0;1072,698049
1;15;8;1009.1;0.2;98;0.4;0;3.8;3.6;;179;12.9;7.8;0;1080,729537
1;16;8;1009;0.2;98;0;0;4;3.7;;180;13.6;8.5;0;1050,721738
1;17;8;1009.1;0.4;99;0.8;0;4.3;4.1;;181;12;7.6;0;1039,560399
1;18;8;1009.2;0.6;99;0.4;0;4.6;4.4;;183;10.8;6.5;0;1023,759689
1;19;8;1009.3;0.2;98;0.3;0;5;4.7;;190;12.3;7.7;0;967,4247681
1;20;8;1009.5;0;96;0;0;5;4.4;;192;13.1;8.5;0;940,981823
1;21;8;1009.8;0;94;0;0;4.9;4;;190;11.3;7.9;0;924,3398628
1;22;8;1010.1;0;93;0;0;4.7;3.7;;188;12.6;7.5;0;903,7303093
1;23;7;1010.3;0.1;92;0;0;4.6;3.3;;188;13.3;8.3;0;906,3165585
1;0;7;1010.4;0;90;0;0;4.5;3;;183;13.4;8.5;0;903,4123985
1;1;7;1010.5;0;90;0;0;4.5;3.1;;184;12.1;9.2;0;894,6124542
1;2;8;1010.5;0;91;0;0;4.4;3.1;;183;15.7;8.4;0;893,3494865
1;3;8;1010.4;0.3;95;0;0;4.2;3.4;;187;14.7;9.7;0;896,862986
1;4;8;1010.7;0.1;94;0.4;0;4.4;3.6;;187;12.3;8;0;901,3163403
1;5;7;1011;0.6;92;0;0;3.9;2.8;;201;10.2;5.7;0;936,8308635
1;6;7;1011.4;0;93;0;0;4;3;;201;9.1;6.3;0;957,1494003
1;7;8;1011.9;0;90;0;0;4.5;3.1;50000;204;9.7;6.9;0;971,8678631
1;8;8;1013.1;0;88;0;0;4.5;2.7;36290;237;12.1;8.1;0;1008,592268
1;9;7;1014.9;0;90;0;0;3;1.6;13470;242;12.7;8;20;1079,010141
1;10;8;1016.3;0;85;0;0;2.4;0.1;50000;250;11.4;7.3;20;1127,335231
1;11;8;1017.5;0;84;0;0;2.8;0.3;50000;243;12.1;7.8;20;1115,138189
1;12;7;1018.5;0;85;0;0;3;0.7;50000;234;9.1;6.2;40;1091,940054
1;13;5;1019.4;0;84;0;0;3.1;0.7;50000;230;9.6;5.9;20;1094,177033
1;14;7;1020.1;0;87;0;0;3;1;50000;219;6.8;5.1;10;1100,676283
1;15;5;1020.8;0;89;0;0;2.7;1.2;;224;6.5;5.2;0;1108,68177
1;16;1;1021.3;0;92;0;0;2.2;1;;224;7.3;5.6;0;1124,883725
1;17;8;1022.3;0;90;0;0;2.7;1.2;;238;8.1;5.3;0;1091,452762
1;18;8;1022.9;0;85;0;0;3.4;1.1;;243;9.7;6.1;0;1079,870142
1;19;8;1023.4;0;85;0;0;3.4;1.2;;230;8.4;4.3;0;1068,86276
1;20;8;1023.8;0;85;0;0;3.5;1.2;;243;11.9;6.2;0;1040,731091
1;21;8;1024.5;0;83;0;0;3.8;1.2;;242;8.4;5;0;996,0679573
1;22;8;1024.9;0;82;0;0;3.7;1;;236;9.1;5.5;0;965,8530357
1;23;8;1025;0;82;0;0;3.8;1;;248;10;6.3;0;943,9846336
1;0;8;1025.6;0;81;0;0;3.9;0.9;;250;10.4;5.8;0;938,2827171
1;1;8;1025.6;0;81;0;0;3.8;0.9;;252;10.4;5.2;0;932,3524399
1;2;8;1026.1;0;82;0;0;3.8;1;;249;12.2;7.8;0;928,1900627
1;3;8;1026.1;0;82;0;0;3.7;0.8;;249;12.8;7.3;0;948,3407417
1;4;7;1025.4;0;82;0;0;3.2;0.5;;232;7.3;4.8;0;1051,562357
1;5;7;1025.1;0;84;0;0;2.6;0.2;;219;8.4;5.2;0;1149,996247
1;6;1;1024.8;0;85;0;0;1.9;-0.4;;217;7.7;5.5;0;1213,908527
1;7;0;1024.9;0;84;0;0;1.3;-1.1;30370;220;8.3;5.5;0;1243,818459
1;8;3;1024.8;0;82;0;0;1.6;-1.1;29880;217;8.2;5;10;1218,338977
1;9;7;1024.3;0;77;0;0;2.2;-1.3;33420;224;10.9;6.8;10;1174,35394
1;10;7;1023.1;0;63;0;0;3.5;-2.9;46610;215;11.2;7;20;1126,268987
1;11;7;1022.2;0;61;0;0;4;-3;44040;209;10.2;6.8;20;1107,49886
1;12;7;1021.9;0;68;0;0;4;-1.3;46930;223;11.8;7.7;10;1092,536589
1;13;7;1020.8;0;74;0;0;3.8;-0.3;34800;216;11.8;6.4;10;1107,221018
1;14;8;1020.2;0;78;0;0;3.9;0.4;50000;225;10.7;6.9;0;1104,710401
1;15;8;1019.6;0;80;0;0;3.7;0.6;;224;12.6;8.4;0;1106,354876
1;16;5;1018.6;0;83;0;0;3.2;0.7;;216;8;5.5;0;1120,692746
1;17;5;1017.6;0;84;0;0;3.1;0.8;;208;9.4;6;0;1114,259162
1;18;5;1016.4;0;86;0;0;2.8;0.8;;213;10.5;7.2;0;1117,82021
1;19;7;1014.7;0;87;0;0;3.2;1.2;;203;10;7;0;1078,699423
1;20;5;1013.9;0;87;0;0;3.5;1.5;;212;11;6.8;0;1028,911633
1;21;1;1012.4;0;86;0;0;3.8;1.7;;215;10.7;6.7;0;985,9063675
1;22;0;1011.9;0;84;0;0;4.3;1.9;;220;9.3;6.1;0;944,829586
1;23;3;1011.3;0;82;0;0;4.7;1.9;;220;11.6;7.3;0;919,2430923
1;0;1;1010.3;0;82;0;0;5;2.1;;222;11.8;8.2;0;899,6607323
1;1;3;1009.7;0;82;0;0;5.1;2.3;;225;10.5;7.2;0;879,9852325
1;2;7;1009.1;0;81;0;0;5.7;2.7;;222;10.1;7.3;0;847,5145159
1;3;7;1007.9;0;80;0;0;5.9;2.7;;231;11.4;7.3;0;837,2658661
1;4;7;1007.4;0;79;0;0;6.4;3.1;;232;11.2;7.2;0;899,1192169
1;5;7;1006.4;0;80;0;0;6.5;3.3;50000;230;10.7;6.7;0;943,9566437
1;6;7;1006.2;0;80;0;0;6.6;3.4;50000;225;9.4;6;0;963,1974957
1;7;7;1005.7;0;77;0;0;7.3;3.7;50000;239;8.3;5.2;0;921,4919434
1;8;7;1005.8;0;63;0;0;8;1.4;46830;266;15.2;9.4;0;911,3036224
1;9;7;1006.3;0;60;0;0;7.2;-0.1;48810;269;13.8;7.8;0;964,2635086
1;10;1;1006.8;0;55;0;0;6.2;-2.2;37410;276;14.9;7.7;20;988,700165
1;11;0;1007.2;0;51;0;0;6.2;-3.2;35650;266;14.2;8.4;30;996,4733433
1;12;0;1008.2;0;50;0;0;5.8;-3.8;36800;263;12.3;7.4;30;1017,52789
1;13;0;1008.9;0;51;0;0;5.2;-4.2;26590;263;13;7.7;10;1025,068031
1;14;0;1008.8;0;57;0;0;4.1;-3.6;27760;255;16.4;8.5;21;1074,971603
1;15;0;1009.1;0;60;0;0;3.6;-3.5;;257;13.5;7.8;0;1098,04761
1;16;0;1008.7;0;57;0;0;3.7;-4;;256;13.1;7.2;0;1134,473662
1;17;3;1008.9;0;58;0;0;3.4;-3.9;;249;14;8;0;1138,716936
1;18;7;1008.4;0;58;0;0;3.6;-3.9;;248;14.6;9.6;0;1123,325111
1;19;7;1007.6;0;57;0;0;3.8;-3.9;;244;15.8;9.3;0;1090,716862
1;20;7;1006.4;0;56;0;0;3.9;-4.1;;238;12.5;7.9;0;1045,156446
1;21;7;1005.9;0;60;0;0;3.9;-3.3;50000;234;12.7;7.7;0;999,1157349
1;22;7;1005.2;0;58;0;0;3.9;-3.6;;242;15.1;8.3;0;975,666021
1;23;7;1004.1;0;57;0;0;3.9;-3.8;;247;14.5;8.9;0;955,9374866
1;0;7;1003.4;0;58;0;0;3.7;-3.8;;251;14.8;8.6;0;961,1284367
1;1;1;1002.4;0;62;0;0;2.9;-3.6;;251;12.8;6.8;0;968,849963
1;2;0;1001.7;0;63;0;0;2.8;-3.6;;253;13;7.7;0;972,2252579
1;3;0;1001.4;0;63;0;0;2.6;-3.8;;261;12.6;7.8;0;1033,368602
1;4;7;1001.7;0.4;96;0.5;0;0;-0.5;;260;12;6.5;0;1219,670301
1;5;0;1001.6;0;89;0;0;0.1;-1.5;49490;262;9.3;6.5;0;1268,904491
1;6;0;1001.5;0;83;0;0;0.2;-2.4;47370;262;11;6.6;0;1296,264388
1;7;0;1002.1;0;80;0;0;0.4;-2.6;37870;267;10.2;6.5;0;1282,499356
1;8;1;1003.5;0;82;0;0;0.3;-2.4;30440;264;8.3;5.3;0;1262,185223
1;9;7;1004.4;0;74;0;0;1.4;-2.7;38390;270;10.3;6;19;1235,264802
1;10;7;1005.6;0;70;0;0;1.8;-3.1;49180;278;9.7;4.9;40;1220,822874
1;11;1;1006.6;0;61;0;0;2.2;-4.6;50000;285;13.4;6.8;41;1208,796746
1;12;0;1007.6;0;60;0;0;2.3;-4.7;50000;288;10.5;5.9;30;1204,405745
1;13;0;1009;0;60;0;0;2.1;-4.9;50000;288;11.6;6;21;1221,081375
1;14;0;1010.6;0;64;0;0;1.2;-4.8;50000;289;10.6;5.8;0;1249,384986
1;15;0;1012;0;66;0;0;0.7;-5;50000;292;10.6;5;0;1283,764964
1;16;0;1012.8;0;70;0;0;-0.4;-5.2;50000;283;7.8;4.5;0;1295,717458
1;17;3;1013.7;0;75;0;0;-1;-4.8;50000;261;7.1;4;0;1312,726877
1;18;5;1014;0;75;0;0;-0.5;-4.4;50000;262;9.5;5.5;0;1291,882537
1;19;7;1014.6;0;77;0;0;-0.7;-4.2;50000;251;9.3;5.6;0;1289,925801
1;20;7;1015.1;0;75;0;0;-0.4;-4.2;50000;264;10.5;6.3;0;1237,358359
1;21;0;1015.9;0;77;0;0;-0.9;-4.5;50000;277;8.3;4.5;0;1230,119324
1;22;0;1016.8;0;77;0;0;-1.2;-4.7;50000;277;8.6;4.8;0;1194,754962
1;23;0;1017.8;0;75;0;0;-1.1;-5;50000;285;6.9;4.4;0;1180,315865
1;0;0;1018.1;0;76;0;0;-1.9;-5.5;50000;277;6.8;4.3;0;1172,266876
1;1;0;1018.6;0;80;0;0;-2.9;-6;50000;264;5.1;3.5;0;1176,051941
1;2;0;1018.4;0;83;0;0;-3.3;-5.7;50000;249;6.8;4.3;0;1197,712372
1;3;0;1018.3;0;87;0;0;-3.4;-5.3;50000;241;6;4.2;0;1220,741632
1;4;0;1018.2;0;86;0;0;-2.8;-4.9;50000;231;6.5;4.3;0;1330,013812
1;5;7;1017.8;0;88;0;0;-2.4;-4.2;50000;239;7.1;4.8;0;1401,169659
1;6;5;1017.3;0;87;0;0;-2.5;-4.3;50000;234;6.6;4.6;0;1436,467028
1;7;0;1017.1;0;89;0;0;-2.2;-3.8;49180;235;7.4;5.1;0;1422,753678
1;8;0;1016.9;0;91;0;0;-1.7;-2.9;49140;237;7.2;4.8;9;1389,8833
1;9;0;1016.4;0;89;0;0;-0.6;-2.2;48610;239;6.9;4.5;10;1318,580442
1;10;0;1015.7;0;84;0;0;0.5;-1.9;48590;238;8.7;4.9;41;1278,987715
1;11;5;1014.8;0;84;0;0;1.1;-1.4;50000;237;9.2;5.2;60;1252,530059
1;12;7;1013.6;0;85;0;0;1.1;-1.1;50000;222;8.3;5.5;20;1234,691752
1;13;8;1012.8;0;86;0;0;1.3;-0.9;40580;225;7.1;5;20;1220,272721
1;14;8;1011.7;0;86;0;0;1.2;-0.9;50000;190;6.3;4.1;0;1226,434459
1;15;8;1009.4;0;78;0;0;2.1;-1.4;50000;188;9;5.9;0;1164,892685
1;16;7;1008.1;0;79;0;0;2.6;-0.7;42880;198;9.8;6.1;0;1148,234887
1;17;7;1006.5;0;82;0;0;3;0.2;39100;201;11.1;7.6;0;1128,835587
1;18;8;1005.4;0;83;0;0;3.4;0.7;42720;209;10.8;6.3;0;1105,079452
1;19;7;1004.2;0;82;0;0;3.1;0.3;47180;217;9.1;5.4;0;1124,547363
1;20;7;1004;0;80;0;0;2.6;-0.5;50000;221;10;6.6;0;1100,230571
1;21;7;1003.6;0;82;0;0;1.9;-0.9;49310;225;7.8;5.6;0;1085,965717
1;22;3;1003.2;0;83;0;0;1.4;-1.2;50000;227;10.2;6.5;0;1087,262377
1;23;1;1002.7;0;86;0;0;1;-1.1;50000;224;8.3;5.4;0;1075,857278
1;0;1;1002.1;0;86;0;0;1;-1;50000;220;7.8;5.2;0;1054,923344
1;1;7;1002;0;86;0;0;1.3;-0.8;50000;231;7.4;5.6;0;1016,090839
1;2;8;1001.2;0;87;0;0;1.2;-0.8;50000;237;6.5;3.9;0;1016,209171
1;3;8;1001.1;0;86;0;0;1.5;-0.6;50000;217;6.9;4.8;0;1021,122864
1;4;7;1000.4;0;87;0;0;1.7;-0.2;50000;224;6.4;4.8;0;1086,685617
1;5;7;1000.4;0;85;0;0;2;-0.2;50000;218;6.6;3.9;0;1164,653899
1;6;7;999.8;0;87;0;0;2;0;50000;214;6.4;4.2;0;1185,013844
1;7;7;999.5;0;87;0;0;2;0.1;50000;231;7.3;5.2;0;1192,260451
1;8;7;999.8;0;86;0;0;2.2;0.2;50000;236;7.5;4.2;0;1179,572909
1;9;7;999.7;0;84;0;0;2.8;0.3;50000;244;8.5;5;10;1152,458902
1;10;7;999.1;0;80;0;0;3.2;0.1;50000;229;6.3;4.8;30;1152,834431
1;11;8;999;0;80;0;0;3.2;0.2;40780;287;6.7;3;10;1125,239604
1;12;8;999;0.1;84;0.3;0;3.3;0.9;24980;280;9.6;5.5;10;1159,007067
1;13;8;998.7;0.2;87;0;0;3.1;1.1;50000;226;10;6.3;10;1177,552835
1;14;1;998.6;0;87;0;0;2.4;0.5;50000;227;7.3;4.8;0;1194,299136
1;15;0;999;0;95;0;0;1.3;0.6;;222;6.6;4.1;0;1251,099797
1;16;0;999;0;96;0;0;0.5;-0.1;;229;5.9;4.1;0;1237,175881
1;17;0;999.2;0;96;0;0;0.7;0.1;;219;7.7;5.2;0;1257,476431
1;18;0;999.1;0;95;0;0;0.5;-0.3;;225;8.1;5.6;0;1200,485741
1;19;0;998.8;0;93;0;0;0.3;-0.7;;227;7.2;5;0;1212,596246
1;20;0;997.9;0;94;0;0;0.3;-0.6;;201;7.5;5.1;0;1157,956323
1;21;0;997.3;0;94;0;0;0.8;0;;210;8.3;5.1;0;1134,424046
1;22;0;996.6;0;93;0;0;0.6;-0.4;;222;9;6.1;0;1097,354774
1;23;5;996.5;0;90;0;0;0.9;-0.5;;223;8;5.7;0;1086,913448
1;0;1;996.2;0;91;0;0;0.6;-0.7;;228;8;5.6;0;1075,525378
1;1;1;996.1;0;86;0;0;0.6;-1.4;;244;11.5;6.6;0;1064,974319
1;2;0;996.2;0;81;0;0;0.4;-2.6;;254;8.7;5.1;0;1065,709283
1;3;0;996.2;0;73;0;0;0.5;-3.7;;253;11.3;6.3;0;1071,873822
1;4;0;996.6;0;70;0;0;0.7;-4.1;;249;11.2;6.5;0;1083,51076
1;5;0;997;0;72;0;0;0.6;-3.9;;249;12.2;7;0;1114,390539
